element_type,xG_per_90,xA_per_90,bps_per_90,form,was_home,FDR,last_minutes_5_match,ict_index,Defensive_Contribution_per_90,xGC_per_90,Saves_per_90,total_points,xG_per_90_L5M,ict_index_per_90,Opponent_xGC_per_90,xG_match,xA_per_90_L5M,is_setpiece_taker,xA_match
4,0.061,0.2898,4.5763,1.3333,1,2,64.0,4.0,0.0,3.3254,0.0,1,0.2438,6.1017,1.5,0.04,0.1547,1,0.19
4,0.7857,0.0286,44.2857,3.0,0,3,63.75,7.8,0.0,1.0429,0.0,7,0.3776,11.1429,1.5,0.55,0.1235,0,0.02
4,0.0,0.0145,7.2581,3.3333,1,2,63.4,1.6,0.0,0.7548,0.0,2,0.3038,2.3226,1.5,0.0,0.1022,0,0.01
4,0.0,0.02,-4.0,3.0,0,3,57.0,0.6,0.0,2.3,0.0,0,0.24,1.2,1.5,0.0,0.0853,0,0.01
4,0.0,0.0,6.0,1.0,1,2,51.8,0.3,0.0,0.96,0.0,1,0.205,0.9,1.5,0.0,0.0799,0,0.0
4,0.0,0.0,18.0,0.6667,0,3,43.0,0.0,0.0,1.68,0.0,1,0.2302,0.0,1.5,0.0,0.0167,0,0.0
4,0.0,0.0,32.7273,1.0,0,2,32.6,0.3,0.0,3.4364,0.0,1,0.0,2.4545,1.5,0.0,0.011,0,0.0
4,0.38,0.1,58.0,3.3333,0,3,29.2,9.8,0.0,0.66,0.0,8,0.1171,19.6,1.5,0.19,0.037,1,0.05
4,0.5559,0.0132,14.5588,4.6667,1,3,33.8,5.0,0.0,1.3897,0.0,5,0.3249,6.6176,1.5,0.42,0.032,0,0.01
4,0.0818,0.0136,8.1818,5.0,0,4,41.0,3.4,0.0,0.9273,0.0,2,0.2941,4.6364,1.5,0.06,0.0307,0,0.01
4,0.1687,0.0422,8.4375,3.0,1,2,50.8,3.7,0.0,1.3922,0.0,2,0.2799,5.2031,1.5,0.12,0.0354,1,0.03
4,0.43,0.02,3.0,2.0,0,2,66.6,6.6,0.0,2.89,0.0,2,0.3297,6.6,1.5,0.43,0.0324,1,0.02
4,0.0,1.8429,51.4286,2.3333,1,4,61.8,3.6,0.0,0.7714,0.0,3,0.3,15.4286,1.5,0.0,0.1456,0,0.43
4,0.0659,0.0329,16.4634,3.3333,0,3,64.6,3.5,0.0,1.372,0.0,5,0.1867,3.8415,1.5,0.06,0.1449,0,0.03
4,0.72,0.1463,37.125,4.6667,0,4,67.4,10.6,0.0,0.2362,0.0,6,0.3338,11.925,1.5,0.64,0.1709,1,0.13
4,0.6,0.045,4.5,4.3333,1,3,66.6,2.9,0.0,0.075,0.0,2,0.4135,4.35,1.5,0.4,0.173,1,0.03
4,0.0,0.03,9.0,3.0,1,4,54.6,0.5,0.0,0.75,0.0,1,0.3626,1.5,1.5,0.0,0.2077,1,0.01
4,0.13,0.05,23.0,3.0,0,3,68.4,8.0,0.0,2.79,0.0,6,0.3237,8.0,1.5,0.13,0.0658,0,0.05
4,1.8562,0.1687,-5.625,2.6667,0,2,55.2,3.9,0.0,0.1125,0.0,1,0.4891,21.9375,1.5,0.33,0.0815,0,0.03
4,0.0,0.048,7.2,3.0,1,3,54.2,2.2,0.0,3.168,0.0,2,0.2856,2.64,1.5,0.0,0.0531,1,0.04
4,0.0,0.0592,8.2895,1.6667,0,4,57.4,5.6,0.0,1.9539,0.0,2,0.1443,6.6316,1.5,0.0,0.0564,0,0.05
4,0.1338,0.0243,6.0811,2.0,1,2,66.2,1.1,0.0,1.4473,0.0,2,0.155,1.3378,1.5,0.11,0.0517,0,0.02
4,0.0,0.08,12.0,1.6667,0,3,57.2,1.8,0.0,2.24,0.0,1,0.1385,3.6,1.5,0.0,0.0566,0,0.04
4,0.1138,0.0207,6.2069,1.6667,1,4,71.4,2.1,0.0,0.0621,0.0,2,0.0555,2.1724,1.5,0.11,0.0429,0,0.02
4,0.58,0.06,8.0,2.3333,0,2,74.4,5.2,0.0,2.27,0.0,4,0.1935,5.2,1.5,0.58,0.046,0,0.06
4,1.98,0.0,121.5,3.6667,1,3,63.2,7.9,0.0,0.18,0.0,5,0.3532,35.55,1.5,0.44,0.0399,0,0.0
4,0.0,0.03,5.0,3.6667,1,2,66.4,4.4,0.0,1.2,0.0,2,0.3063,4.4,1.5,0.0,0.0407,0,0.03
2,0.0,0.01,12.0,1.0,1,3,90.0,0.0,1.8,2.21,0.0,1,0.0,0.0,1.5,0.0,0.01,0,0.01
2,0.0,0.18,11.0,1.0,1,4,90.0,2.1,1.65,2.51,0.0,1,0.0,2.1,1.5,0.0,0.095,0,0.18
2,0.09,0.01,6.0,0.6667,1,2,90.0,0.9,0.9,2.27,0.0,0,0.03,0.9,1.5,0.09,0.0667,0,0.01
2,0.04,0.0,15.0,1.0,0,3,90.0,2.6,2.25,0.72,0.0,2,0.0325,2.6,1.5,0.04,0.05,0,0.0
2,0.0,0.28,15.0,1.3333,1,3,90.0,3.3,2.25,0.91,0.0,2,0.026,3.3,1.5,0.0,0.096,0,0.28
2,0.06,0.0,6.0,1.6667,0,3,90.0,2.3,0.9,3.19,0.0,1,0.038,2.3,1.5,0.06,0.094,0,0.0
2,0.0,0.0,9.0,1.6667,0,3,90.0,1.3,1.35,1.31,0.0,2,0.038,1.3,1.5,0.0,0.058,0,0.0
2,0.0,0.0,-2.0,0.6667,1,3,81.0,0.1,-0.3,0.64,0.0,-1,0.0222,0.2,1.5,0.0,0.0622,1,0.0
2,0.0,0.0,11.0,0.6667,0,3,81.0,1.7,1.65,3.24,0.0,1,0.0133,1.7,1.5,0.0,0.0622,1,0.0
2,0.0,0.0,12.0,0.0,0,4,81.0,1.6,1.8,1.08,0.0,0,0.0133,1.6,1.5,0.0,0.0,0,0.0
2,0.0,0.0,13.5,0.6667,1,4,67.0,0.4,2.025,1.215,0.0,1,0.0,1.8,1.5,0.0,0.0,1,0.0
2,0.13,0.0,8.0,1.0,1,3,67.0,4.9,1.2,0.85,0.0,2,0.0349,4.9,1.5,0.13,0.0,1,0.0
2,0.96,0.06,20.0,3.3333,0,3,76.0,8.5,3.0,1.75,0.0,7,0.2582,8.5,1.5,0.96,0.0142,0,0.06
3,0.0,0.0,-5.625,1.0,1,3,16.0,0.0,-0.5625,6.75,0.0,1,0.0,0.0,1.5,0.0,0.0,0,0.0
3,0.0,0.0,10.0,1.0,1,2,30.5,0.6,1.0,3.46,0.0,1,0.0,1.2,1.5,0.0,0.0,0,0.0
3,0.675,0.225,90.0,1.0,1,2,21.6667,2.6,9.0,3.6,0.0,1,0.0415,58.5,1.5,0.03,0.0138,0,0.01
3,0.0,0.1125,33.75,1.0,1,2,18.25,0.7,3.375,3.0375,0.0,1,0.037,7.875,1.5,0.0,0.0247,0,0.01
3,0.0,0.0,180.0,1.0,0,3,14.8,0.1,18.0,0.0,0.0,1,0.0365,9.0,1.5,0.0,0.0243,0,0.0
3,0.1286,0.9643,32.1429,1.0,1,2,14.4,2.2,3.2143,0.3214,0.0,1,0.0625,14.1429,1.5,0.02,0.2125,0,0.15
3,0.45,0.0,45.0,1.0,1,2,6.2,1.1,4.5,0.0,0.0,1,0.2032,24.75,1.5,0.02,0.4935,0,0.0
3,0.0,0.05,10.0,1.0,0,3,9.0,0.1,1.0,5.65,0.0,1,0.08,0.5,1.5,0.0,0.34,0,0.01
2,0.0,0.0,22.1918,1.0,1,2,73.0,0.0,3.3288,1.2452,0.0,1,0.0,0.0,1.5,0.0,0.0,0,0.0
2,0.0,0.0,13.5616,0.0,1,3,73.0,2.3,2.0342,2.6384,0.0,-1,0.0,2.8356,1.5,0.0,0.0,0,0.0
2,0.0,0.0103,17.5862,1.0,0,3,77.6667,2.3,2.6379,0.6621,0.0,3,0.0,2.3793,1.5,0.0,0.0039,0,0.01
2,0.0,0.01,12.0,1.0,1,2,80.75,2.5,1.8,0.91,0.0,1,0.0,2.5,1.5,0.0,0.0056,0,0.01
2,0.0,0.0,16.0,1.3333,0,2,82.6,2.6,2.4,3.19,0.0,0,0.0,2.6,1.5,0.0,0.0044,1,0.0
2,0.0,0.01,14.0,1.0,0,3,86.0,2.6,2.1,1.31,0.0,2,0.0,2.6,1.5,0.0,0.0063,1,0.01
2,0.0635,0.0106,10.5882,1.3333,1,2,88.4,1.5,1.5882,1.0271,0.0,2,0.0122,1.5882,1.5,0.06,0.0081,0,0.01
2,0.0,0.01,18.0,1.6667,0,2,89.0,5.1,2.7,2.03,0.0,1,0.0121,5.1,1.5,0.0,0.0081,0,0.01
2,0.08,0.0,9.0,1.0,1,3,89.0,1.6,1.35,1.03,0.0,0,0.0283,1.6,1.5,0.08,0.0061,0,0.0
2,0.12,0.01,41.0,4.0,1,2,89.0,4.6,6.15,0.39,0.0,11,0.0526,4.6,1.5,0.12,0.0081,0,0.01
2,0.0,0.0,16.0,4.3333,0,4,89.0,3.4,2.4,2.72,0.0,2,0.0526,3.4,1.5,0.0,0.0061,0,0.0
2,0.07,0.1,14.0,4.6667,1,2,90.0,2.8,2.1,1.34,0.0,1,0.054,2.8,1.5,0.07,0.024,1,0.1
2,0.0,0.01,26.0,2.6667,0,2,90.0,3.4,3.9,1.38,0.0,5,0.054,3.4,1.5,0.0,0.024,0,0.01
2,0.23,0.02,11.0,2.3333,1,3,90.0,4.7,1.65,1.69,0.0,1,0.084,4.7,1.5,0.23,0.028,0,0.02
2,0.0,0.0,16.875,2.3333,0,3,75.2,0.0,2.5312,0.675,0.0,1,0.0718,0.0,1.5,0.0,0.0311,0,0.0
3,0.0,0.0,270.0,1.0,1,2,1.0,0.0,27.0,10.8,0.0,1,0.0,0.0,1.5,0.0,0.0,1,0.0
3,0.38,0.34,36.0,3.0,1,2,23.0,8.0,3.6,2.42,0.0,5,0.3717,16.0,1.5,0.19,0.3326,0,0.17
3,0.07,0.01,15.0,2.6667,0,2,45.3333,2.1,1.5,0.72,0.0,2,0.1721,2.1,1.5,0.07,0.1191,0,0.01
3,0.1059,0.2224,18.0,3.0,1,3,55.25,6.0,1.8,0.7941,0.0,2,0.1466,6.3529,1.5,0.1,0.1588,1,0.21
3,0.0,0.05,5.0,2.0,0,3,62.2,2.9,0.5,3.19,0.0,2,0.1042,2.9,1.5,0.0,0.1273,1,0.05
3,0.1,0.41,13.0,2.0,0,3,80.0,6.7,1.3,1.31,0.0,2,0.1035,6.7,1.5,0.1,0.1912,0,0.41
3,0.0,0.05,17.0,2.0,1,3,89.0,3.0,1.7,1.58,0.0,2,0.0546,3.0,1.5,0.0,0.1476,0,0.05
3,0.0,0.0375,11.25,1.6667,0,2,75.8,0.5,1.125,1.6875,0.0,1,0.0475,1.875,1.5,0.0,0.1734,0,0.01
3,0.0,0.05,14.0,1.6667,0,2,76.8,2.7,1.4,1.08,0.0,2,0.0234,2.7,1.5,0.0,0.1336,0,0.05
3,0.03,0.06,16.0,1.6667,1,3,76.8,5.1,1.6,1.32,0.0,2,0.0305,5.1,1.5,0.03,0.1359,0,0.06
3,0.0964,0.0,24.6429,3.6667,0,2,75.6,6.7,2.4643,2.175,0.0,7,0.0286,7.1786,1.5,0.09,0.0405,0,0.0
3,0.06,0.01,9.0,3.6667,1,3,75.6,1.0,0.9,1.03,0.0,2,0.0429,1.0,1.5,0.06,0.031,0,0.01
3,0.07,0.05,30.0,5.6667,1,4,88.8,7.1,3.0,0.39,0.0,8,0.0507,7.1,1.5,0.07,0.0345,0,0.05
3,0.1,0.02,11.0,3.6667,0,3,88.8,3.8,1.1,0.83,0.0,1,0.0709,3.8,1.5,0.1,0.0284,0,0.02
3,0.0,0.01,18.0,3.6667,0,2,88.8,1.6,1.8,2.72,0.0,2,0.0649,1.6,1.5,0.0,0.0182,0,0.01
3,0.0,0.16,13.0,1.6667,1,3,90.0,5.5,1.3,1.34,0.0,2,0.046,5.5,1.5,0.0,0.05,0,0.16
3,0.0,0.01,16.0,2.3333,0,4,90.0,1.2,1.6,1.38,0.0,3,0.034,1.2,1.5,0.0,0.05,0,0.01
3,0.03,0.01,10.0,2.3333,1,2,90.0,1.6,1.0,1.69,0.0,2,0.026,1.6,1.5,0.03,0.042,0,0.01
3,0.11,0.02,7.0,2.3333,0,4,90.0,4.2,0.7,3.15,0.0,2,0.028,4.2,1.5,0.11,0.042,0,0.02
3,0.0,0.05,14.0,2.0,1,4,90.0,2.8,1.4,0.85,0.0,2,0.028,2.8,1.5,0.0,0.05,0,0.05
3,0.05,0.26,9.0,2.0,0,2,90.0,7.0,0.9,1.75,0.0,2,0.038,7.0,1.5,0.05,0.07,1,0.26
3,0.25,0.09,14.0,2.0,1,2,90.0,7.5,1.4,1.28,0.0,2,0.088,7.5,1.5,0.25,0.086,1,0.09
3,0.0,0.03,12.0,2.6667,0,4,90.0,5.2,1.2,2.86,0.0,4,0.082,5.2,1.5,0.0,0.09,1,0.03
3,0.03,0.01,6.0,2.6667,1,2,90.0,2.5,0.6,2.42,0.0,2,0.066,2.5,1.5,0.03,0.088,0,0.01
3,0.0,0.0265,-15.8824,1.3333,0,4,78.8,0.0,-1.5882,11.8059,0.0,-2,0.0754,0.0,1.5,0.0,0.0914,0,0.01
3,0.34,0.1,6.0,0.3333,0,3,69.8,6.2,0.6,3.48,0.0,1,0.116,12.4,1.5,0.17,0.049,0,0.05
3,0.0,0.0,270.0,0.0,1,2,52.0,0.0,27.0,0.0,0.0,1,0.0692,0.0,1.5,0.0,0.0346,1,0.0
3,0.0,0.06,38.0,2.0,0,3,43.0,6.5,3.8,3.58,0.0,4,0.0837,13.0,1.5,0.0,0.0419,0,0.03
3,0.1286,0.0,8.5714,2.0,0,3,29.2,0.5,0.8571,1.2429,0.0,1,0.1233,2.1429,1.5,0.03,0.0555,0,0.0
3,0.9783,0.0,82.1739,4.3333,1,4,27.0,6.9,8.2174,0.587,0.0,8,0.3,27.0,1.5,0.25,0.0533,0,0.0
3,0.2323,0.1742,8.7097,3.3333,0,2,24.2,0.8,0.871,1.9452,0.0,1,0.2678,2.3226,1.5,0.08,0.0669,0,0.06
3,0.0,0.0643,1.0714,3.3333,1,3,40.8,3.2,0.1071,3.4607,0.0,1,0.1588,3.4286,1.5,0.0,0.0662,1,0.06
3,0.0,0.48,36.0,1.0,1,3,34.8,4.6,3.6,0.24,0.0,1,0.1862,27.6,1.5,0.0,0.1034,0,0.08
3,0.0,0.0562,11.25,1.0,1,4,16.0,0.5,1.125,0.7313,0.0,1,0.0,2.8125,1.5,0.0,0.0562,0,0.01
3,0.0,0.0,270.0,1.0,1,3,8.5,0.1,27.0,0.0,0.0,1,0.0,9.0,1.5,0.0,0.0529,0,0.0
3,0.0,0.0,180.0,1.0,0,3,6.0,0.2,18.0,0.0,0.0,1,0.0,18.0,1.5,0.0,0.05,0,0.0
3,0.0,0.1286,12.8571,1.0,1,2,6.25,0.3,1.2857,0.0,0.0,1,0.0,3.8571,1.5,0.0,0.072,1,0.01
3,0.0,0.01,12.0,2.0,1,3,90.0,0.0,1.2,2.21,0.0,2,0.0,0.0,1.5,0.0,0.01,0,0.01
3,0.0,0.32,11.0,1.5,1,2,90.0,3.0,1.1,2.51,0.0,1,0.0,3.0,1.5,0.0,0.165,0,0.32
3,0.03,0.2,20.0,2.6667,1,4,90.0,4.1,2.0,2.27,0.0,5,0.01,4.1,1.5,0.03,0.1767,1,0.2
3,0.0,0.02,11.0,2.3333,0,4,90.0,2.8,1.1,0.72,0.0,1,0.0075,2.8,1.5,0.0,0.1375,0,0.02
3,0.0,0.19,15.0,2.6667,1,3,90.0,5.7,1.5,0.91,0.0,2,0.006,5.7,1.5,0.0,0.148,1,0.19
3,0.02,0.02,15.0,1.6667,0,4,90.0,2.0,1.5,3.19,0.0,2,0.01,2.0,1.5,0.02,0.15,0,0.02
3,0.03,0.05,16.0,2.0,0,2,90.0,3.3,1.6,1.31,0.0,2,0.016,3.3,1.5,0.03,0.096,0,0.05
3,0.0,0.0,9.0,1.6667,1,3,84.0,0.3,0.9,1.785,0.0,1,0.0107,0.45,1.5,0.0,0.06,1,0.0
3,0.0,0.05,10.0,1.3333,0,3,84.0,2.5,1.0,3.24,0.0,1,0.0107,2.5,1.5,0.0,0.0664,0,0.05
3,0.0,0.0153,-1.5254,0.6667,0,3,77.8,0.7,-0.1525,1.4339,0.0,0,0.0116,1.0678,1.5,0.0,0.0301,0,0.01
3,0.0,0.18,72.0,0.6667,1,2,60.8,0.7,7.2,7.56,0.0,1,0.0089,12.6,1.5,0.0,0.0355,0,0.01
3,0.0,0.02,14.0,1.0,1,2,60.8,5.5,1.4,0.85,0.0,2,0.0,5.5,1.5,0.0,0.0266,0,0.02
3,0.0849,0.017,13.5849,1.3333,0,4,59.4,2.1,1.3585,3.5151,0.0,1,0.0152,3.566,1.5,0.05,0.0303,1,0.01
3,0.0404,0.1315,12.1348,1.6667,1,4,59.2,3.9,1.2135,1.1124,0.0,2,0.0274,3.9438,1.5,0.04,0.0547,0,0.13
3,0.0,0.02,25.0,3.0,0,2,65.4,4.2,2.5,1.82,0.0,6,0.0248,4.2,1.5,0.0,0.0523,0,0.02
3,0.04,0.3,14.0,3.3333,1,3,82.4,2.7,1.4,1.07,0.0,2,0.0284,2.7,1.5,0.04,0.1049,0,0.3
3,0.09,0.34,48.0,6.3333,0,3,82.4,13.5,4.8,4.11,0.0,11,0.0481,13.5,1.5,0.09,0.1748,1,0.34
3,0.02,0.05,14.0,5.0,1,2,89.8,3.4,1.4,0.84,0.0,2,0.0381,3.4,1.5,0.02,0.1684,1,0.05
3,0.0,0.25,22.0,5.0,0,4,90.0,5.8,2.2,0.83,0.0,2,0.03,5.8,1.5,0.0,0.192,1,0.25
3,0.06,0.04,12.0,1.6667,1,3,90.0,5.1,1.2,0.91,0.0,1,0.042,5.1,1.5,0.06,0.196,0,0.04
3,0.0,0.11,25.0,2.6667,0,2,90.0,7.0,2.5,2.43,0.0,5,0.034,7.0,1.5,0.0,0.158,1,0.11
3,0.02,0.02,12.0,2.3333,0,3,90.0,4.1,1.2,2.71,0.0,1,0.02,4.1,1.5,0.02,0.094,1,0.02
3,0.07,0.03,17.0,2.6667,1,2,90.0,5.0,1.7,3.58,0.0,2,0.03,5.0,1.5,0.07,0.09,1,0.03
3,0.0,0.0207,3.1034,1.3333,0,3,89.4,1.5,0.3103,2.5862,0.0,1,0.0302,1.5517,1.5,0.0,0.0443,0,0.02
3,0.1317,0.0768,32.9268,4.0,1,3,87.8,9.0,3.2927,1.5915,0.0,9,0.0431,9.878,1.5,0.12,0.0513,0,0.07
2,0.0,0.0,38.5714,1.0,1,2,7.0,0.4,5.7857,0.3857,0.0,1,0.0,5.1429,1.5,0.0,0.0,1,0.0
2,0.0,0.01,12.0,1.0,0,2,48.5,1.9,1.8,0.83,0.0,1,0.0,1.9,1.5,0.0,0.0093,0,0.01
2,0.0,0.0,56.25,1.0,0,4,35.0,0.5,8.4375,12.4875,0.0,1,0.0,5.625,1.5,0.0,0.0086,0,0.0
2,0.04,0.0,10.0,1.3333,1,2,48.75,1.4,1.5,0.85,0.0,2,0.0185,1.4,1.5,0.04,0.0046,1,0.0
2,0.0212,0.0,7.4118,1.0,0,2,56.0,3.1,1.1118,1.8529,0.0,0,0.0193,3.2824,1.5,0.02,0.0032,0,0.0
2,0.0,0.0,8.0,0.6667,1,4,63.6,0.4,1.2,1.22,0.0,0,0.017,0.8,1.5,0.0,0.0028,0,0.0
2,0.0,0.0,35.4545,3.0,1,3,58.8,2.2,5.3182,1.0364,0.0,9,0.0184,3.0,1.5,0.0,0.0,1,0.0
2,0.0,0.0,20.0,3.3333,1,2,66.2,0.8,3.0,3.94,0.0,1,0.0163,1.6,1.5,0.0,0.0,0,0.0
4,0.14,0.04,5.0,2.0,1,3,90.0,0.0,0.0,2.09,0.0,2,0.14,0.0,1.5,0.14,0.04,0,0.04
4,0.1463,0.0,25.875,4.5,1,3,85.0,5.7,0.0,2.8013,0.0,7,0.1429,6.4125,1.5,0.13,0.0212,0,0.0
4,0.54,0.05,25.0,5.0,1,2,86.6667,9.5,0.0,2.27,0.0,6,0.2804,9.5,1.5,0.54,0.0312,1,0.05
4,0.15,0.01,5.0,5.0,0,2,87.5,5.4,0.0,0.75,0.0,2,0.2469,5.4,1.5,0.15,0.0257,0,0.01
4,0.5354,0.0456,31.8987,5.6667,0,3,85.8,6.3,0.0,1.2759,0.0,9,0.3,7.1772,1.5,0.47,0.0294,0,0.04
4,0.13,0.09,14.0,5.3333,1,2,85.8,4.0,0.0,1.58,0.0,5,0.2979,4.0,1.5,0.13,0.0399,0,0.09
4,0.0,0.25,5.0,5.3333,0,4,87.8,3.5,0.0,3.24,0.0,2,0.2645,3.5,1.5,0.0,0.0902,1,0.25
4,0.14,0.0,4.0,2.6667,1,3,78.8,3.2,0.0,0.74,0.0,1,0.1873,6.4,1.5,0.07,0.0891,1,0.0
4,0.0984,0.0281,19.6875,2.6667,0,3,73.6,5.5,0.0,1.2797,0.0,5,0.181,7.7344,1.5,0.07,0.0978,1,0.02
4,0.0,0.0107,7.5,2.6667,1,2,74.6,1.9,0.0,1.425,0.0,2,0.0651,2.0357,1.5,0.0,0.0893,0,0.01
4,0.19,0.02,26.0,4.3333,0,3,74.6,7.8,0.0,3.15,0.0,6,0.0796,7.8,1.5,0.19,0.0724,0,0.02
4,0.05,0.03,0.0,3.3333,1,2,74.6,5.1,0.0,0.85,0.0,2,0.0917,5.1,1.5,0.05,0.0193,0,0.03
4,0.0776,0.0,1.5517,3.0,0,3,77.2,0.5,0.0,2.1414,0.0,1,0.0839,0.7759,1.5,0.05,0.0187,0,0.0
4,0.01,0.02,11.0,1.6667,1,4,82.4,2.4,0.0,1.28,0.0,2,0.0655,2.4,1.5,0.01,0.0175,1,0.02
4,0.0,0.0,90.0,1.3333,1,3,66.0,0.2,0.0,0.0,0.0,1,0.0818,9.0,1.5,0.0,0.0191,1,0.0
4,0.6353,0.0794,1.3235,1.6667,0,3,61.6,4.7,0.0,3.8779,0.0,2,0.1724,6.2206,1.5,0.48,0.0321,0,0.06
4,0.0,0.1271,9.5294,1.6667,1,3,60.6,4.9,0.0,0.8894,0.0,2,0.1604,5.1882,1.5,0.0,0.0594,0,0.12
4,0.06,0.04,4.0,2.0,0,3,67.0,3.8,0.0,0.83,0.0,2,0.1478,3.8,1.5,0.06,0.0645,0,0.04
4,0.0,0.1,5.0,2.0,1,2,67.0,2.9,0.0,0.91,0.0,2,0.1451,2.9,1.5,0.0,0.086,1,0.1
4,0.7157,0.0108,29.2771,3.3333,0,4,83.2,11.1,0.0,2.4506,0.0,6,0.2596,12.0361,1.5,0.66,0.0714,0,0.01
4,0.57,0.05,3.0,3.3333,0,3,87.6,6.3,0.0,2.71,0.0,2,0.2651,6.3,1.5,0.57,0.0658,0,0.05
4,0.6321,0.225,0.0,3.3333,1,4,87.4,5.5,0.0,3.4607,0.0,2,0.3872,5.8929,1.5,0.59,0.0844,0,0.21
4,0.0,0.0209,5.2326,2.0,0,3,86.6,1.5,0.0,2.6163,0.0,2,0.3783,1.5698,1.5,0.0,0.0811,0,0.02
4,0.0,0.08,7.0,2.0,1,3,86.6,4.6,0.0,1.45,0.0,2,0.3783,4.6,1.5,0.0,0.0769,0,0.08
3,0.0,0.22,30.0,4.0,1,2,45.0,6.7,3.0,1.56,0.0,4,0.0,13.4,1.5,0.0,0.22,0,0.11
3,0.0,0.18,4.0,2.0,1,4,45.0,2.6,0.4,2.12,0.0,0,0.0,5.2,1.5,0.0,0.2,0,0.09
3,0.0,0.0435,13.0645,2.0,0,3,50.6667,0.9,1.3065,0.7548,0.0,2,0.0,1.3065,1.5,0.0,0.1362,0,0.03
3,0.0,0.0474,14.2105,1.0,1,3,42.75,0.2,1.4211,0.7579,0.0,1,0.0,0.9474,1.5,0.0,0.1263,0,0.01
3,0.0,0.4275,13.5,1.6667,0,4,50.2,3.1,1.35,1.2038,0.0,2,0.0,3.4875,1.5,0.0,0.2223,1,0.38
3,0.22,0.48,21.0,1.6667,1,2,59.2,10.1,2.1,0.97,0.0,2,0.0669,10.1,1.5,0.22,0.301,0,0.48
3,0.06,0.11,3.0,1.6667,0,4,68.2,6.5,0.3,2.03,0.0,1,0.0739,6.5,1.5,0.06,0.2666,0,0.11
3,0.0321,0.1607,19.2857,2.0,1,3,72.6,8.1,1.9286,0.6536,0.0,3,0.0769,8.6786,1.5,0.03,0.2802,0,0.15
3,0.216,0.432,25.2,1.6667,1,3,73.8,7.8,2.52,0.864,0.0,1,0.0902,28.08,1.5,0.06,0.3024,0,0.12
3,0.0,0.2333,8.3333,1.6667,0,2,68.6,2.3,0.8333,1.1,0.0,1,0.0971,3.8333,1.5,0.0,0.2624,0,0.14
3,0.1105,0.1105,4.7368,1.0,0,3,62.0,2.0,0.4737,1.0895,0.0,1,0.0639,3.1579,1.5,0.07,0.1713,0,0.07
3,0.4345,0.2793,0.0,1.0,1,3,49.8,2.1,0.0,1.1483,0.0,1,0.1084,6.5172,1.5,0.14,0.206,0,0.09
3,0.0,0.037,19.726,2.3333,0,3,47.6,3.7,1.9726,2.5151,0.0,5,0.1021,4.5616,1.5,0.0,0.1702,0,0.03
3,0.3575,0.0493,6.1644,3.0,1,3,57.2,5.0,0.6164,0.826,0.0,3,0.1573,6.1644,1.5,0.29,0.1164,0,0.04
3,0.0,0.2172,9.3103,3.0,0,3,58.0,2.7,0.931,2.1414,0.0,1,0.1552,4.1897,1.5,0.0,0.1148,0,0.14
3,0.0,0.0,13.3333,1.6667,1,3,52.0,0.6,1.3333,1.4667,0.0,1,0.1488,2.0,1.5,0.0,0.1038,0,0.0
3,0.0,0.2,12.0,1.0,1,4,55.2,4.9,1.2,2.94,0.0,1,0.0946,9.8,1.5,0.0,0.1011,0,0.1
3,0.0,0.01,6.0,1.3333,0,3,58.6,0.8,0.6,2.39,0.0,2,0.0891,0.8,1.5,0.0,0.0891,0,0.01
3,0.0,3.6,450.0,1.3333,1,3,44.2,1.5,45.0,0.0,0.0,1,0.0,135.0,1.5,0.0,0.1181,1,0.04
3,0.0,0.0,270.0,1.3333,0,3,32.8,0.0,27.0,30.6,0.0,1,0.0,0.0,1.5,0.0,0.0823,0,0.0
3,0.0,0.0,18.0,1.0,0,2,31.4,0.4,1.8,5.31,0.0,1,0.0,1.8,1.5,0.0,0.086,0,0.0
3,0.0,0.0,60.0,1.0,0,2,23.6,0.7,6.0,0.6,0.0,1,0.0,10.5,1.5,0.0,0.0381,0,0.0
3,3.825,0.045,63.0,2.6667,0,3,9.6,7.3,6.3,0.765,0.0,6,1.5938,32.85,1.5,0.85,0.0938,1,0.01
3,0.0,0.15,10.0,2.6667,0,4,13.0,0.2,1.0,4.25,0.0,1,1.1769,1.0,1.5,0.0,0.0554,0,0.03
3,0.0964,0.9643,51.4286,3.6667,1,4,18.4,6.8,5.1429,1.4464,0.0,4,0.8609,21.8571,1.5,0.03,0.3326,0,0.3
3,0.1,0.1,8.0,2.0,1,4,23.4,4.0,0.8,0.86,0.0,1,0.7154,8.0,1.5,0.05,0.3,0,0.05
1,0.0,0.01,19.0,3.0,1,4,90.0,4.1,0.0,1.07,5.0,3,0.0,4.1,1.5,0.0,0.01,1,0.01
1,0.0,0.01,37.0,4.0,0,3,90.0,9.5,0.0,4.11,11.0,5,0.0,9.5,1.5,0.0,0.01,0,0.01
1,0.0,0.0,11.0,3.3333,1,3,90.0,1.6,0.0,0.84,1.0,2,0.0,1.6,1.5,0.0,0.0067,0,0.0
1,0.0,0.0,12.0,3.0,0,2,90.0,2.1,0.0,0.83,2.0,2,0.0,2.1,1.5,0.0,0.005,1,0.0
1,0.0,0.0,18.0,2.3333,1,2,90.0,4.2,0.0,0.91,8.0,3,0.0,4.2,1.5,0.0,0.004,0,0.0
1,0.0,0.0,30.0,4.0,0,3,90.0,7.9,0.0,2.43,10.0,7,0.0,7.9,1.5,0.0,0.002,1,0.0
