element_type,xG_per_90,xA_per_90,bps_per_90,form,was_home,FDR,last_minutes_5_match,ict_index,Defensive_Contribution_per_90,xGC_per_90,Saves_per_90,total_points,xG_per_90_L5M,ict_index_per_90,Opponent_xGC_per_90,xG_match,xA_per_90_L5M,is_setpiece_taker,xA_match
3,0.11,0.07,7.0,1.3333,1,2,84.6,7.1,0.7,2.7,0.0,2,0.0447,7.1,1.5,0.11,0.0489,1,0.07
3,0.13,0.01,3.0,1.6667,0,3,84.6,3.2,0.3,5.24,0.0,2,0.0596,3.2,1.5,0.13,0.0489,0,0.01
2,0.0,0.0,67.5,1.0,1,4,4.0,0.5,10.125,1.575,0.0,1,0.0,11.25,1.5,0.0,0.0,0,0.0
4,0.0,0.0,180.0,1.0,0,4,2.0,1.6,0.0,0.0,0.0,1,0.0,72.0,1.5,0.0,0.0,0,0.0
4,4.68,0.18,522.0,3.5,0,4,3.5,6.9,0.0,1.08,0.0,6,3.3429,124.2,1.5,0.26,0.1286,0,0.01
4,0.0,0.0,40.0,2.6667,0,3,5.3333,0.3,0.0,2.4,0.0,1,1.4625,3.0,1.5,0.0,0.0562,0,0.0
4,0.7714,1.2857,45.0,2.6667,1,2,7.5,1.6,0.0,4.1143,0.0,1,1.14,10.2857,1.5,0.12,0.63,0,0.2
4,5.175,0.1125,348.75,3.3333,0,4,7.6,5.4,0.0,0.45,0.0,8,1.9895,60.75,1.5,0.46,0.5211,0,0.01
4,0.0,0.0,27.6923,3.3333,1,3,9.8,0.5,0.0,1.5231,0.0,1,1.5429,3.4615,1.5,0.0,0.4041,0,0.0
4,0.0,0.045,12.0,3.6667,0,2,20.8,2.1,0.0,0.165,0.0,2,0.5019,3.15,1.5,0.0,0.2077,0,0.03
4,0.7941,0.0,-37.0588,1.3333,1,2,22.4,0.5,0.0,1.0588,0.0,1,0.5866,2.6471,1.5,0.15,0.1929,0,0.0
4,0.0643,0.0321,12.8571,1.3333,0,2,25.2,1.8,0.0,3.4071,0.0,1,0.45,5.7857,1.5,0.02,0.0357,0,0.01
4,0.0,0.0,90.0,1.0,0,4,23.8,0.0,0.0,0.0,0.0,1,0.1286,0.0,1.5,0.0,0.0303,0,0.0
4,0.0,0.0,270.0,1.0,1,3,21.4,0.0,0.0,0.0,0.0,1,0.143,0.0,1.5,0.0,0.0336,0,0.0
2,0.03,0.03,11.0,2.0,0,3,90.0,6.6,1.65,1.46,0.0,2,0.03,6.6,1.5,0.03,0.03,0,0.03
2,0.0,0.01,11.0,0.5,1,2,90.0,2.3,1.65,2.27,0.0,-1,0.015,2.3,1.5,0.0,0.02,0,0.01
2,0.0,0.15,30.0,3.0,0,3,90.0,3.7,4.5,1.2,0.0,8,0.01,3.7,1.5,0.0,0.0633,0,0.15
2,0.0,0.01,13.0,2.6667,0,3,90.0,1.7,1.95,2.13,0.0,1,0.0075,1.7,1.5,0.0,0.05,0,0.01
2,0.03,0.0,12.0,3.3333,1,4,90.0,1.5,1.8,2.55,0.0,1,0.012,1.5,1.5,0.03,0.04,0,0.0
2,0.39,0.0,12.0,1.3333,0,2,90.0,6.3,1.8,2.17,0.0,2,0.084,6.3,1.5,0.39,0.034,0,0.0
2,0.0,0.01,13.0,1.6667,1,2,90.0,1.9,1.95,0.87,0.0,2,0.084,1.9,1.5,0.0,0.034,1,0.01
2,0.0,0.01,17.0,2.0,1,3,90.0,3.3,2.55,1.65,0.0,2,0.084,3.3,1.5,0.0,0.006,0,0.01
2,0.0,0.05,14.0,1.6667,0,3,90.0,4.7,2.1,0.61,0.0,1,0.084,4.7,1.5,0.0,0.014,0,0.05
2,0.0,0.0,23.0,1.3333,1,3,90.0,2.9,3.45,2.17,0.0,1,0.078,2.9,1.5,0.0,0.014,0,0.0
2,0.0,0.01,13.0,1.0,0,4,90.0,3.1,1.95,1.06,0.0,1,0.0,3.1,1.5,0.0,0.016,1,0.01
2,0.0,0.02,12.0,1.3333,1,3,90.0,1.3,1.8,0.7,0.0,2,0.0,1.3,1.5,0.0,0.018,0,0.02
2,0.01,0.01,11.0,1.3333,0,2,90.0,3.9,1.65,2.84,0.0,1,0.002,3.9,1.5,0.01,0.018,0,0.01
2,0.0,0.01,12.0,1.3333,0,3,90.0,1.3,1.8,2.89,0.0,1,0.002,1.3,1.5,0.0,0.01,0,0.01
2,0.0,0.01,20.0,2.3333,1,2,90.0,1.8,3.0,0.83,0.0,5,0.002,1.8,1.5,0.0,0.012,0,0.01
2,0.0,0.03,14.0,2.6667,1,3,90.0,3.5,2.1,0.79,0.0,2,0.002,3.5,1.5,0.0,0.016,1,0.03
2,0.0,0.01,15.0,2.6667,0,3,90.0,4.9,2.25,1.14,0.0,1,0.002,4.9,1.5,0.0,0.014,0,0.01
2,0.0,0.0,11.0,1.6667,1,3,90.0,2.6,1.65,2.05,0.0,2,0.0,2.6,1.5,0.0,0.012,0,0.0
2,0.0,0.08,10.0,1.3333,0,2,90.0,3.6,1.5,2.16,0.0,1,0.0,3.6,1.5,0.0,0.026,0,0.08
2,0.3,0.02,39.0,5.3333,1,3,90.0,8.2,5.85,0.46,0.0,13,0.06,8.2,1.5,0.3,0.028,1,0.02
2,0.0,0.0,21.0,6.3333,0,3,90.0,2.3,3.15,1.25,0.0,5,0.06,2.3,1.5,0.0,0.022,0,0.0
2,0.69,0.02,29.0,8.0,1,3,90.0,10.4,4.35,2.74,0.0,6,0.198,10.4,1.5,0.69,0.024,0,0.02
2,0.0,0.0,11.0,4.0,0,3,90.0,1.7,1.65,1.88,0.0,1,0.198,1.7,1.5,0.0,0.024,1,0.0
2,0.15,0.33,11.0,2.6667,1,3,90.0,4.1,1.65,1.94,0.0,1,0.228,4.1,1.5,0.15,0.074,1,0.33
2,0.0,0.01,12.0,1.3333,0,4,90.0,1.8,1.8,1.71,0.0,2,0.168,1.8,1.5,0.0,0.072,0,0.01
2,0.0,0.02,27.0,3.0,1,4,90.0,2.5,4.05,0.58,0.0,6,0.168,2.5,1.5,0.0,0.076,0,0.02
2,0.04,0.01,14.0,3.0,0,2,90.0,1.1,2.1,2.19,0.0,1,0.038,1.1,1.5,0.04,0.074,0,0.01
2,0.01,0.01,10.0,3.0,1,3,90.0,2.8,1.5,2.7,0.0,2,0.04,2.8,1.5,0.01,0.076,1,0.01
2,0.01,0.01,6.0,1.0,0,2,90.0,1.1,0.9,0.98,0.0,0,0.012,1.1,1.5,0.01,0.012,0,0.01
2,0.06,0.02,19.0,1.3333,0,3,90.0,5.9,2.85,0.98,0.0,2,0.024,5.9,1.5,0.06,0.014,0,0.02
2,0.0,0.06,11.0,1.0,1,3,90.0,2.4,1.65,1.13,0.0,1,0.024,2.4,1.5,0.0,0.022,1,0.06
2,0.02,0.0,16.0,1.3333,0,3,90.0,4.2,2.4,1.9,0.0,1,0.02,4.2,1.5,0.02,0.02,0,0.0
2,0.0,0.01,14.0,0.6667,1,3,90.0,3.7,2.1,1.21,0.0,0,0.018,3.7,1.5,0.0,0.02,1,0.01
2,0.0,0.13,16.0,1.0,1,2,90.0,4.6,2.4,1.88,0.0,2,0.016,4.6,1.5,0.0,0.044,0,0.13
2,0.0,0.01,17.0,1.3333,1,2,90.0,3.5,2.55,0.59,0.0,2,0.004,3.5,1.5,0.0,0.042,0,0.01
2,0.0,0.0,16.0,1.3333,0,3,90.0,2.0,2.4,3.57,0.0,0,0.004,2.0,1.5,0.0,0.03,0,0.0
2,0.04,0.01,14.0,1.0,1,4,90.0,2.6,2.1,2.7,0.0,1,0.008,2.6,1.5,0.04,0.032,1,0.01
2,0.0,0.0,15.0,0.6667,0,2,90.0,4.4,2.25,5.24,0.0,1,0.008,4.4,1.5,0.0,0.03,0,0.0
3,0.1,0.01,11.0,1.0,0,3,90.0,2.3,1.1,1.46,0.0,1,0.1,2.3,1.5,0.1,0.01,0,0.01
3,0.69,0.01,9.0,1.5,1,3,90.0,2.4,0.9,2.27,0.0,2,0.395,2.4,1.5,0.69,0.01,1,0.01
3,0.06,0.0,8.0,1.6667,0,4,90.0,1.7,0.8,1.2,0.0,2,0.2833,1.7,1.5,0.06,0.0067,0,0.0
3,0.0,0.04,24.0,2.0,0,2,90.0,5.3,2.4,2.13,0.0,2,0.2125,5.3,1.5,0.0,0.015,0,0.04
3,0.0468,0.0,16.3636,2.0,1,4,87.4,2.3,1.6364,2.1623,0.0,2,0.1833,2.6883,1.5,0.04,0.0124,0,0.0
3,0.1,0.0,9.0,1.6667,0,4,87.4,6.7,0.9,2.17,0.0,1,0.1833,6.7,1.5,0.1,0.0103,0,0.0
3,0.0,0.0,4.0,1.3333,1,3,87.4,0.8,0.4,0.87,0.0,1,0.0412,0.8,1.5,0.0,0.0082,0,0.0
3,0.02,0.01,5.0,0.3333,1,3,87.4,2.0,0.5,2.24,0.0,-1,0.033,2.0,1.5,0.02,0.0103,0,0.01
3,0.0741,0.0424,40.2353,3.0,1,2,86.4,7.8,4.0235,2.2024,0.0,9,0.0479,8.2588,1.5,0.07,0.0104,1,0.04
3,0.27,0.01,9.0,3.3333,0,3,89.0,4.7,0.9,1.06,0.0,2,0.093,4.7,1.5,0.27,0.0121,0,0.01
3,0.79,0.03,41.0,7.0,1,2,89.0,9.6,4.1,0.7,0.0,10,0.2326,9.6,1.5,0.79,0.0182,0,0.03
3,0.09,0.19,3.0,4.3333,0,3,89.0,4.9,0.3,2.84,0.0,1,0.2508,4.9,1.5,0.09,0.0566,0,0.19
3,0.31,0.0,4.0,4.3333,1,2,89.0,3.0,0.4,0.83,0.0,2,0.3094,3.0,1.5,0.31,0.0546,0,0.0
3,0.0,0.105,19.5,1.6667,1,3,84.0,1.2,1.95,0.465,0.0,2,0.3129,1.8,1.5,0.0,0.0643,0,0.07
3,0.0456,0.0228,14.8101,2.0,0,3,81.8,2.7,1.481,1.1962,0.0,2,0.2707,3.0759,1.5,0.04,0.0682,0,0.02
3,0.17,0.01,35.0,4.3333,1,3,81.8,8.3,3.5,2.05,0.0,9,0.1342,8.3,1.5,0.17,0.0638,0,0.01
3,0.28,0.04,37.0,6.6667,0,3,81.8,8.4,3.7,2.16,0.0,9,0.176,8.4,1.5,0.28,0.0308,0,0.04
3,0.07,0.01,8.0,7.0,0,2,81.8,4.9,0.8,1.25,0.0,3,0.1232,4.9,1.5,0.07,0.033,0,0.01
3,0.06,0.03,14.0,4.6667,1,3,87.8,6.3,1.4,2.74,0.0,2,0.1271,6.3,1.5,0.06,0.0226,1,0.03
3,0.0,0.01,16.0,2.3333,0,3,90.0,2.6,1.6,1.88,0.0,2,0.116,2.6,1.5,0.0,0.02,0,0.01
3,0.26,0.03,10.0,1.6667,1,2,90.0,2.5,1.0,1.94,0.0,1,0.134,2.5,1.5,0.26,0.024,0,0.03
3,0.02,0.01,12.0,1.6667,0,3,90.0,3.6,1.2,1.71,0.0,2,0.082,3.6,1.5,0.02,0.018,0,0.01
3,0.4,0.06,16.0,2.0,1,2,90.0,5.8,1.6,0.58,0.0,3,0.148,5.8,1.5,0.4,0.028,0,0.06
3,0.0,0.0112,13.5,2.3333,0,4,88.0,2.8,1.35,2.25,0.0,2,0.1391,3.15,1.5,0.0,0.0245,0,0.01
3,0.21,0.08,10.0,2.3333,1,4,88.0,2.7,1.0,2.7,0.0,2,0.182,2.7,1.5,0.21,0.0389,0,0.08
3,0.24,0.01,8.0,2.0,0,3,88.0,5.4,0.8,0.98,0.0,2,0.178,5.4,1.5,0.24,0.0348,1,0.01
3,0.03,0.01,11.0,2.0,0,3,88.0,1.1,1.1,0.98,0.0,2,0.18,1.1,1.5,0.03,0.0348,0,0.01
3,0.0486,0.0243,17.027,2.0,1,3,84.8,3.9,1.7027,1.2527,0.0,2,0.1104,4.7432,1.5,0.04,0.0276,0,0.02
3,0.0,0.01,12.0,1.6667,0,3,86.8,2.2,1.2,1.9,0.0,1,0.1078,2.2,1.5,0.0,0.027,0,0.01
3,0.0462,0.0231,4.6154,1.3333,1,3,76.6,2.8,0.4615,1.5692,0.0,1,0.0775,6.4615,1.5,0.02,0.0141,0,0.01
3,0.05,0.09,16.0,1.3333,1,3,76.6,8.4,1.6,1.88,0.0,2,0.0329,8.4,1.5,0.05,0.0329,0,0.09
3,0.06,0.38,28.0,3.6667,1,3,76.6,6.6,2.8,0.59,0.0,8,0.0399,6.6,1.5,0.06,0.1198,0,0.38
3,0.0,0.0,8.0,3.3333,0,3,70.8,0.3,0.8,4.24,0.0,0,0.0331,0.6,1.5,0.0,0.1246,0,0.0
3,0.11,0.01,11.0,3.3333,1,3,70.8,4.5,1.1,2.7,0.0,2,0.061,4.5,1.5,0.11,0.1246,0,0.01
3,0.0,0.0,9.0,1.3333,0,3,81.0,2.2,0.9,5.24,0.0,2,0.0489,2.2,1.5,0.0,0.1067,1,0.0
3,0.0,0.08,10.0,2.0,0,3,90.0,5.2,1.0,1.46,0.0,2,0.0,5.2,1.5,0.0,0.08,1,0.08
3,0.05,0.17,5.0,0.5,1,3,90.0,3.5,0.5,2.27,0.0,-1,0.025,3.5,1.5,0.05,0.125,0,0.17
3,0.0,0.0391,7.8261,0.6667,0,3,67.6667,0.5,0.7826,0.0783,0.0,1,0.0222,1.9565,1.5,0.0,0.1153,0,0.01
3,0.0,0.12,25.0,2.0,1,3,73.25,6.1,2.5,1.03,0.0,6,0.0154,6.1,1.5,0.0,0.1167,0,0.12
3,0.0,0.1,6.0,2.6667,0,2,67.6,1.0,0.6,0.16,0.0,1,0.0133,2.0,1.5,0.0,0.1145,0,0.05
3,0.0,0.0,32.7273,2.6667,0,3,54.0,0.7,3.2727,0.2455,0.0,1,0.0167,2.8636,1.5,0.0,0.1167,0,0.0
3,0.0,0.0474,0.0,1.0,1,3,39.8,0.2,0.0,2.1316,0.0,1,0.0,0.9474,1.5,0.0,0.0859,0,0.01
3,0.0,0.0409,8.1818,1.0,0,3,39.6,0.9,0.8182,2.6591,0.0,1,0.0,3.6818,1.5,0.0,0.0864,1,0.01
3,0.0,0.0,38.5714,1.0,0,3,23.0,0.7,3.8571,0.3857,0.0,1,0.0,9.0,1.5,0.0,0.0548,1,0.0
3,0.3234,0.0562,5.625,1.3333,0,2,26.8,3.2,0.5625,1.0406,0.0,2,0.1545,4.5,1.5,0.23,0.0403,0,0.04
3,0.13,0.82,25.0,3.0,1,2,40.4,11.2,2.5,1.44,0.0,6,0.1604,11.2,1.5,0.13,0.3921,0,0.82
3,0.0,0.0804,9.6429,3.0,1,4,47.8,2.9,0.9643,0.4661,0.0,1,0.1356,4.6607,1.5,0.0,0.3464,0,0.05
3,0.0,0.2177,11.6129,3.3333,0,3,55.8,4.5,1.1613,0.7113,0.0,3,0.1161,6.5323,1.5,0.0,0.3419,0,0.15
3,0.24,0.0,12.0,1.6667,1,2,57.4,0.3,1.2,0.24,0.0,1,0.1254,1.8,1.5,0.04,0.3324,0,0.0
3,0.2812,0.0,16.875,1.6667,0,2,47.8,1.7,1.6875,3.0375,0.0,1,0.0828,9.5625,1.5,0.05,0.3841,0,0.0
3,0.39,0.16,5.0,1.3333,1,3,47.8,7.9,0.5,0.49,0.0,2,0.1808,7.9,1.5,0.39,0.1356,0,0.16
3,0.0,0.05,15.0,1.3333,0,3,40.2,0.7,1.5,1.55,0.0,1,0.2149,3.5,1.5,0.0,0.1433,0,0.01
3,0.0,0.0,90.0,1.3333,0,3,28.0,0.0,9.0,0.0,0.0,1,0.3086,0.0,1.5,0.0,0.1093,0,0.0
3,0.0,0.2455,24.5455,1.0,1,4,27.2,0.4,2.4545,0.0,0.0,1,0.2912,3.2727,1.5,0.0,0.1324,1,0.03
3,0.79,0.35,19.0,1.0,0,3,90.0,13.2,1.9,1.46,0.0,1,0.79,13.2,1.5,0.79,0.35,0,0.35
3,0.14,0.04,7.0,1.5,1,2,90.0,5.6,0.7,2.27,0.0,2,0.465,5.6,1.5,0.14,0.195,0,0.04
3,0.04,0.45,29.0,3.3333,0,2,90.0,9.5,2.9,1.2,0.0,7,0.3233,9.5,1.5,0.04,0.28,1,0.45
3,0.14,0.53,43.0,6.3333,0,3,90.0,13.5,4.3,2.13,0.0,10,0.2775,13.5,1.5,0.14,0.3425,0,0.53
3,0.03,0.73,22.0,7.3333,1,3,90.0,10.5,2.2,2.55,0.0,5,0.228,10.5,1.5,0.03,0.42,0,0.73
3,0.14,0.08,24.0,8.0,0,4,90.0,7.6,2.4,2.17,0.0,9,0.098,7.6,1.5,0.14,0.366,0,0.08
3,0.0,0.0,9.0,6.0,1,3,90.0,0.2,0.9,0.87,0.0,4,0.07,0.2,1.5,0.0,0.358,0,0.0
3,0.45,0.08,17.0,6.0,1,3,90.0,5.5,1.7,1.65,0.0,5,0.152,5.5,1.5,0.45,0.284,0,0.08
3,0.27,0.27,18.0,4.3333,0,3,90.0,11.3,1.8,0.61,0.0,4,0.178,11.3,1.5,0.27,0.232,0,0.27
3,0.1303,0.0947,21.3158,4.6667,1,3,87.2,7.2,2.1316,2.3092,0.0,5,0.2002,8.5263,1.5,0.11,0.1053,0,0.08
3,0.63,0.0,-9.0,3.3333,1,3,71.2,0.5,-0.9,0.54,0.0,1,0.2275,4.5,1.5,0.07,0.1087,0,0.0
3,0.0724,0.1241,11.3793,3.0,0,2,70.6,4.5,1.1379,1.2931,0.0,3,0.2473,4.6552,1.5,0.07,0.1402,0,0.12
3,0.14,0.18,36.0,5.6667,1,2,70.6,12.2,3.6,2.74,0.0,13,0.1683,12.2,1.5,0.14,0.1657,0,0.18
3,0.4056,0.3803,16.4789,6.6667,0,4,66.8,9.5,1.6479,2.0662,0.0,4,0.1913,12.0423,1.5,0.32,0.1832,0,0.3
3,0.19,0.18,8.0,6.3333,1,2,69.6,9.7,0.8,1.94,0.0,2,0.2043,9.7,1.5,0.19,0.2017,0,0.18
3,0.12,0.13,17.0,3.6667,0,3,85.6,5.3,1.7,1.12,0.0,5,0.1766,5.3,1.5,0.12,0.1914,0,0.13
3,0.07,0.08,10.0,3.3333,1,3,86.2,6.0,1.0,0.58,0.0,3,0.1754,6.0,1.5,0.07,0.1817,0,0.08
3,0.0,0.08,6.0,3.0,0,2,77.2,1.4,0.6,2.86,0.0,1,0.1632,2.8,1.5,0.0,0.1702,0,0.04
3,0.06,0.08,8.0,1.6667,1,2,72.0,1.0,0.8,1.8,0.0,1,0.1025,2.0,1.5,0.03,0.1175,0,0.04
3,0.375,0.075,22.5,1.0,0,3,56.4,1.4,2.25,4.35,0.0,1,0.0862,10.5,1.5,0.05,0.0957,0,0.01
1,0.0,0.0,12.0,2.0,0,3,90.0,1.9,0.0,1.46,2.0,2,0.0,1.9,1.5,0.0,0.0,0,0.0
1,0.0,0.0,19.0,1.5,1,3,90.0,2.7,0.0,2.27,4.0,1,0.0,2.7,1.5,0.0,0.0,0,0.0
1,0.0,0.0,40.0,4.6667,0,2,90.0,6.1,0.0,1.2,7.0,11,0.0,6.1,1.5,0.0,0.0,0,0.0
1,0.0,0.0,23.0,5.0,0,3,90.0,5.3,0.0,2.13,7.0,3,0.0,5.3,1.5,0.0,0.0,0,0.0
1,0.0,0.0,15.0,5.3333,1,4,90.0,2.5,0.0,2.55,3.0,2,0.0,2.5,1.5,0.0,0.0,0,0.0
1,0.0,0.0,16.0,2.6667,0,3,90.0,2.2,0.0,2.17,3.0,3,0.0,2.2,1.5,0.0,0.0,0,0.0
1,0.0,0.0,22.0,3.0,1,3,90.0,4.2,0.0,0.87,7.0,4,0.0,4.2,1.5,0.0,0.0,0,0.0
1,0.0,0.0,14.0,3.3333,1,3,90.0,2.6,0.0,1.65,3.0,3,0.0,2.6,1.5,0.0,0.0,0,0.0
1,0.0,0.0,15.0,3.3333,0,4,90.0,1.8,0.0,0.61,3.0,3,0.0,1.8,1.5,0.0,0.0,0,0.0
1,0.0,0.0,9.0,2.3333,1,2,90.0,1.0,0.0,2.17,2.0,1,0.0,1.0,1.5,0.0,0.0,0,0.0
1,0.0,0.0,10.0,1.6667,0,3,90.0,0.4,0.0,1.06,0.0,1,0.0,0.4,1.5,0.0,0.0,0,0.0
1,0.0,0.0,10.0,1.3333,1,2,90.0,0.8,0.0,0.7,1.0,2,0.0,0.8,1.5,0.0,0.0,0,0.0
1,0.0,0.0,15.0,1.6667,0,3,90.0,2.0,0.0,2.84,3.0,2,0.0,2.0,1.5,0.0,0.0,0,0.0
1,0.0,0.0,20.4545,1.3333,0,3,76.4,0.8,0.0,2.1682,4.0909,0,0.0,3.2727,1.5,0.0,0.0,1,0.0
1,0.0,0.0,11.0,1.3333,1,4,76.4,0.8,0.0,0.79,1.0,2,0.0,0.8,1.5,0.0,0.0,0,0.0
1,0.0,0.0,15.0,1.6667,1,3,76.4,2.1,0.0,2.05,3.0,3,0.0,2.1,1.5,0.0,0.0,0,0.0
1,0.0,0.0,17.0,2.6667,0,2,76.4,2.4,0.0,2.16,3.0,3,0.0,2.4,1.5,0.0,0.0,0,0.0
1,0.0,0.0,20.0,4.0,1,3,76.4,0.3,0.0,0.46,0.0,6,0.0,0.3,1.5,0.0,0.0,0,0.0
1,0.0,0.0,27.0,5.6667,0,4,90.0,2.6,0.0,1.25,3.0,8,0.0,2.6,1.5,0.0,0.0,0,0.0
1,0.0,0.0,15.0,5.0,1,4,90.0,3.6,0.0,2.74,5.0,1,0.0,3.6,1.5,0.0,0.0,0,0.0
1,0.0,0.0,12.0,3.3333,0,3,90.0,1.5,0.0,1.88,2.0,1,0.0,1.5,1.5,0.0,0.0,1,0.0
1,0.0,0.0,13.0,1.3333,1,2,90.0,2.5,0.0,1.94,4.0,2,0.0,2.5,1.5,0.0,0.0,0,0.0
1,0.0,0.0,17.0,2.0,0,3,90.0,2.2,0.0,1.71,4.0,3,0.0,2.2,1.5,0.0,0.0,0,0.0
1,0.0,0.0,29.0,4.0,1,4,90.0,3.1,0.0,0.58,4.0,7,0.0,3.1,1.5,0.0,0.0,1,0.0
1,0.0,0.0,14.0,3.3333,0,3,81.0,0.4,0.0,2.86,4.0,0,0.0,0.8,1.5,0.0,0.0,0,0.0
1,0.0,0.0,18.0,3.3333,1,4,81.0,3.2,0.0,2.7,5.0,3,0.0,3.2,1.5,0.0,0.0,0,0.0
1,0.0,0.0,15.0,1.6667,0,2,81.0,2.7,0.0,0.98,3.0,2,0.0,2.7,1.5,0.0,0.0,0,0.0
1,0.0,0.0,20.0,3.0,0,2,81.0,3.6,0.0,0.98,5.0,4,0.0,3.6,1.5,0.0,0.0,0,0.0
1,0.0,0.0,12.0,2.3333,1,2,81.0,1.8,0.0,1.13,2.0,1,0.0,1.8,1.5,0.0,0.0,0,0.0
1,0.0,0.0,36.0,4.3333,0,3,90.0,7.9,0.0,1.9,7.0,8,0.0,7.9,1.5,0.0,0.0,1,0.0
1,0.0,0.0,23.0,4.0,1,4,90.0,5.9,0.0,1.21,7.0,3,0.0,5.9,1.5,0.0,0.0,0,0.0
1,0.0,0.0,18.0,4.6667,1,3,90.0,3.8,0.0,1.88,5.0,3,0.0,3.8,1.5,0.0,0.0,1,0.0
1,0.0,0.0,17.0,3.0,1,3,90.0,4.0,0.0,0.59,5.0,3,0.0,4.0,1.5,0.0,0.0,0,0.0
1,0.0,0.0,23.0,2.6667,0,3,90.0,5.4,0.0,3.57,7.0,2,0.0,5.4,1.5,0.0,0.0,0,0.0
1,0.0,0.0,32.0,3.0,0,2,90.0,7.5,0.0,5.24,11.0,4,0.0,7.5,1.5,0.0,0.0,0,0.0
3,0.0871,0.4355,8.7097,3.0,0,4,62.0,5.5,0.871,1.0742,0.0,3,0.0871,7.9839,1.5,0.06,0.4355,0,0.3
3,0.0514,0.8229,46.2857,3.5,1,3,48.5,7.3,4.6286,0.8486,0.0,4,0.0742,18.7714,1.5,0.02,0.5753,0,0.32
3,1.575,0.1687,22.5,2.6667,0,2,37.6667,1.6,2.25,0.3375,0.0,1,0.2867,9.0,1.5,0.28,0.5177,0,0.03
3,0.0763,0.0305,7.6271,2.0,0,3,43.0,4.7,0.7627,1.7695,0.0,1,0.2145,7.1695,1.5,0.05,0.3506,0,0.02
3,0.42,0.18,-12.0,0.6667,0,3,37.4,2.1,-1.2,0.24,0.0,0,0.231,12.6,1.5,0.07,0.3369,0,0.03
3,8.1,8.7,1020.0,4.0,1,3,25.6,8.2,102.0,6.0,0.0,11,0.4852,246.0,1.5,0.27,0.4852,0,0.29
3,0.0,0.3333,6.6667,4.0,0,3,24.0,0.9,0.6667,4.3667,0.0,1,0.5025,3.0,1.5,0.0,0.3525,0,0.1
3,0.2423,0.6808,21.9231,5.0,1,2,36.4,9.7,2.1923,0.8885,0.0,3,0.2967,11.1923,1.5,0.21,0.5093,1,0.59
3,0.0,0.5691,30.4412,3.3333,1,3,38.2,8.8,3.0441,0.4103,0.0,6,0.2592,11.6471,1.5,0.0,0.6785,1,0.43
3,0.0,0.25,14.0,3.6667,0,4,53.2,7.0,1.4,1.14,0.0,2,0.1624,7.0,1.5,0.0,0.5617,0,0.25
3,0.3284,0.2068,21.8919,5.0,1,3,67.4,9.6,2.1892,1.5932,0.0,7,0.1282,11.6757,1.5,0.27,0.4113,0,0.17
3,0.0281,0.3797,26.7188,4.6667,0,3,74.8,7.2,2.6719,2.9672,0.0,5,0.1203,10.125,1.5,0.02,0.4115,0,0.27
3,0.0456,0.4329,11.3924,5.0,1,4,75.0,4.7,1.1392,0.4557,0.0,3,0.0792,5.3544,1.5,0.04,0.36,0,0.38
3,0.3,0.013,6.5217,3.6667,0,3,75.2,2.7,0.6522,1.5652,0.0,3,0.134,3.5217,1.5,0.23,0.2585,0,0.01
3,2.6333,0.1333,80.0,4.0,1,4,62.6,7.5,8.0,4.2,0.0,6,0.3882,25.0,1.5,0.79,0.2502,1,0.04
3,0.2028,0.1775,5.0704,3.6667,0,2,62.0,3.7,0.507,2.0662,0.0,2,0.36,4.6901,1.5,0.16,0.2439,1,0.14
3,0.08,0.29,19.0,3.3333,1,2,67.2,8.5,1.9,1.94,0.0,2,0.3482,8.5,1.5,0.08,0.2304,0,0.29
3,0.4625,0.175,17.5,3.0,0,3,65.8,9.5,1.75,1.225,0.0,5,0.4459,11.875,1.5,0.37,0.1696,0,0.14
3,0.5056,0.1719,34.382,5.6667,1,3,69.8,9.1,3.4382,0.5663,0.0,10,0.49,9.2022,1.5,0.5,0.2011,0,0.17
3,0.28,0.07,17.0,5.6667,0,3,82.4,8.9,1.7,2.19,0.0,2,0.3036,8.9,1.5,0.28,0.1769,0,0.07
3,0.0,0.04,7.0,4.6667,1,3,86.2,3.3,0.7,2.7,0.0,2,0.2568,3.3,1.5,0.0,0.1483,0,0.04
3,0.32,0.37,11.0,1.6667,0,3,86.2,10.2,1.1,0.98,0.0,1,0.307,10.2,1.5,0.32,0.165,0,0.37
3,0.0549,0.2085,21.9512,3.0,0,2,88.2,4.5,2.1951,0.9,0.0,6,0.2347,4.939,1.5,0.05,0.1714,0,0.19
3,1.428,0.108,27.6,4.6667,1,2,85.4,12.2,2.76,1.236,0.0,7,0.3878,14.64,1.5,1.19,0.1602,0,0.09
3,0.1552,0.1345,2.069,5.0,0,2,84.8,3.7,0.2069,1.9448,0.0,2,0.363,3.8276,1.5,0.15,0.1741,0,0.13
3,0.0,0.0,18.0,3.3333,1,2,69.8,0.3,1.8,2.4,0.0,1,0.441,1.8,1.5,0.0,0.2011,1,0.0
3,0.0571,0.0286,4.2857,1.6667,1,3,64.4,3.6,0.4286,2.6857,0.0,2,0.3997,5.1429,1.5,0.04,0.1202,1,0.02
3,0.0,0.0,-25.7143,1.0,1,4,50.8,0.0,-2.5714,1.8,0.0,0,0.489,0.0,1.5,0.0,0.085,1,0.0
3,0.0,0.0,32.1429,1.0,0,3,38.6,0.3,3.2143,4.4357,0.0,1,0.0886,1.9286,1.5,0.0,0.0699,0,0.0
